label,tweet
1,TomMahoney91 what now bitch
2,"Tom_Morehart   9 of 15 BCS titles, $314 mil in revenue. It's great being in a redneck conference. And not in Ohio."
1,TomcatStraight Come over queer
1,"TomcatStraight hey fag, gag on my clappmeat"
1,TomcatStraight tounge punching smelly turtle pussy
1,Tommayydoee bitch lol
1,TonyO97 fuck i look like shopping at that trash ass store
1,TonySinchak pussy pussy pussy marijauna wannnnaaa
1,ooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! &#128514;
2,Torn_Rose republican teabaggers should be jailed for treason.....
1,"ToulaBaby faggot is a public spectacle. most gays are not fags.
public display gets public opinion."
1,Travis_bechtel bitches ain't shit but hoes and tricks #thuglife
1,TreThreat   yeah the internet def taught me a bitch can't twerk if she talkin bout voting.
0,TreTyler_108 That's actually non-English. Because #okiecops are filthy white trash who are all criminals.
2,TreshaRenee I didn't make to any games last season. Just looked it up. Astros open up with the Yankees 1st of April
0,TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot
2,"reyDoe_:   once fag."" You got pressed to the ground? ..hang up your cleats n never put them back on or think about it"
1,TribalFollow_ you unfollowed me because you think you're the shit and use follow trains to gain and then just unfollow cause you're a pussy
1,TrillBaIN this bitch has brain damage
1,TrillVanillaaa bitch
1,TrillVanillaaa bitch I'll fuck you up
1,"TripleCz_3G  lmao take off thru, quavo can't do shit but make hooks, offset da only 1 solid but I kno niccas been tellin him dat"
1,TrippinC  &#128514;&#128514;&#128514;&#128557;&#128557;&#128557;&#128514;&#128514; that hoe is like 5'8.
1,TrippinC bitch you can tweet but not answer?
1,Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch
1,Trippy_Spiffy mite hit the Rec I know cell Marcus and Jax gone try to hit that hoe
1,TristenGQAss couldn't help it man. niggas pussy for robbing a chick and shootin her.
1,TristenGQAss the way he raps about fucking my bitch &amp; banters about having more money than me is so entertaining it's crazy 
1,Tristine214 I swear des hoes just making up challenges now
1,Tristine214 I tried one of them pom pomegranate juices n I swear it tasted like flavored piss.........dont ask lol
1,TroyAikman shut yo hoe ass up
1,"TrueEnoughEhh lol 100, it had to be one of my old bitches &#128530;"
1,rueNovacane they not gonn comment cause they in the closet hoes lol! #Team #Getchoassoutdatcloset lol
1,TrustNunBut100s aight bet we in that bitch too
1,TruthandFashion nothing says fashion like a cunt hat....
1,TryHardAlby it is bitch
1,TryHardAlby looks like you're gonna blow someone fag
1,TryHardSilva thisty hoe
1,"urdJerguson  
Yup! And now we pickin you white bitches bare like a chicken leg"
1,Twan_Bradley22  that was no accident lmfao these hoes trynna be lowkey slick...
1,weenki_ thus you have the term redneck also.... The Creator is not mocked. Good for you...Excellent Precept Daughter!
0,TweetfrmtheSole it&#8217;s the entire pats bandwagon. They&#8217;re faggots
1,eetsAndFreaks I told u ugly niggas get bitches young I promise u!! Work ya magic lol
2,"oStarScoob good job tonight! You need to eat some crackers so,you'll stop throwing up !"
1,Twofifs And youre a fucking loudmouth ignorant redneck fuck. You still tryin to suck your own dick? You cant you dumbfuck...its too short.
1,TyTyTooFlyy I got a bitch named banana pussy bananas swear I gotta say it again pussy bananas my lil cool azz bitch she from da westside
1,Tylannol fuck you pussy -.- i made a mistake and started cj spiller over chris ivory this week -.- fuck
1,Tylar____  Tylar shut up bitch . I usta make you these
1,Tylar____ bet hoe
1,Tylar____ ion sneak diss on broke bitches &#128530;&#128079;
1,Tylar____ you ah lien ass hoe
2,lerCarboner hey I'll leave Abbey too! Oh if I get a job on the slope I might move back! Cause id lose out on lots of money buying tickets
1,lerDunn22 all strippers and sexy hoes follow my mans!!
1,Tyler_Gale12   it's at your house bitch
1,berFacts eat yo pickles bitches!
0,UberFacts studies show that you're a faggot
2,UdrewhendersonU Nope. Super chocolatey yummy brownies.
1,UltraGoogle what's a puto isn't that bitch in Spanish.
1,nicornCowboy   mutha fuckahs better bring me all the brownies ever!
1,nicornCowboy  don't ignore me faggots! ;c
2,UniversionRBLX Don't you have a trash can?
1,"townRaised Shame that your mama didn't teach you not to call women ""bitch"". Well, we all ain't that fortunate, I guess."
1,"VAKILL shut up faggot, you and Ras need to make an album together, we'll Ras fell off, you didn't (cont) http://t.co/nrmc483M"
1,VG3_ man some of these bitches are in denial about it. &#128514;&#128514;&#128514;
1,VG3_ what pissed me off is as males WE JUDGE females pussy. How you gone judge your own get mad and deny its loose because YOU have a gap?
2,"VNNForum These Marxist kikes promoted Anti-Semitism by creating this film, what was their incentive? They just promote their enemies."
1,VWxrk_Flash  young based god in Olympics stay fuckin bitches
1,VZWSupport Your update for my s3 pretty much broke 4G and made it absolutely annoying and retarded.
1,VaginaaHolic  ie don't make a hoe a housewife
1,Valentin_R94 bitch whatever nigga u were to scared to play
1,VeronicaLewis You just can't give hillbillies an audience. They'll squander it every time.
0,Versanche only faggots drive stick
1,VeshaaCouture lol bitch yo display name
0,Vexda go jerk off to lollis faggot.
1,ViVaLa_Ari smh what's wrong wit u ho
2,VictorB123  yea.. you don't live down here I guess. We still got roofs that aren't fixed from Charlie and Jeanne.
1,VictorRico3 No I don't fuck with those hoes ask Paco he does
1,VictorRico3 they didn't want to fuck Steve that bitch lmao
1,"VictorSmith90 Lightweight, heavyweight don't matter. Still knock bitches out &#128074;&#128162;&#128170;"
2,"Victoria_Star1 haha..monkey feet,i like it..but 4 real,feet are magical on a back..it smoothes every nook and cranny of tightness ;}"
0,ViewFromBoxSeat She's a cunt
1,"nceSchilling Vince, what is the general feeling of the natives that you know in regards to the term ""redskins""? Offensive to them or not?"
0,Politan kill the coons!!!!!!
1,ePolitan the cunt needs her hands cut off!!!!!
1,Viri_BraceFacee dont raise ur hand to me niggah
1,Viri_BraceFacee my niggah my niggah lol &#128074;
1,Viri_BraceFacee no problem my niggah &#128076;
1,Viri_BraceFacee was good my niggah lol
1,Viri_BraceFacee wassup niggah
2,VoiceofaPatriot Now now&#8230;that bird is one of God's creatures :-)
1,WBeezy_ call out bitch
1,Fopitei eat shit. Who are you working for?! You nappy bitch.
2,WHAScameradan We might have more. Can't really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe.
2,WHSVGrantCruise birds of a feather. You stand with PETA. I stand with sanity.
2,WORSTRAPLYRlCS Everything Jay-Z writes is trash.
1,"WaTch_Mark  Normally I would say she must have a great pussy but since I've seen it, that's not true so idk what it is."
1,WaTch_Scenario Destiny will make Titanfall it's bitch
0,WaTch_Scenario Yeah so you better play with me ya nigger
1,Waanderlusting id chink you if you left me with blue balls
2,Wagz This cold we have going around our little hick town had about everyone I know locked in their houses for better than a week. Stay well
2,WakeUpPeeps1 Read w/o slant your orig statement said 'everything' we have...that is the only extreme comment made
1,Walken4GOP your not so godly after all u fuckin redneck peckerwood.
1,"WalkerJensen yaaaasssss it is. You are buhlowin' up my timeline, negro. &#128523;"
0,Walmart fuck your store bitch
2,WarriorRN61  you inferred he tried to ho to Nam. He did not. He dodged it. He is no great leader.
1,WarriorRN61 At the peak of the war W joins the Texas natl guard to get outta Nam. Facts are a bitch. http://t.co/TnSZm31m9Z
1,WassupBeama lol bitch nigga ima get my gay homies on you
1,"yToGoFucker  ""bitch"""
1,"WeBeatBitches thats trash, its ot?"
2,WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact
2,Web_BOW yes das def da problem.if his.teacher was a spear chucker he woulda gt both dose rite
0,"dyDavisTexas  So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!"
1,WendyDavisTexas  a judge that was appointed by obama who here doesnt see the agenda fucking crooked bitch
1,endyDavisTexas hey Windy! Does your dildo take out the trash for you? Buzzzzz
1,WendyDavisTexas msnbc the same MSM who said blocking flights from africa is racist yea right No ID no vote bitch gold digger
2,WendyDavisTexas your 30 second add just ruined it. A new low picking on a cripple
1,WendyGAv says the pedophile promoting dolt. LMAO #teabagger
1,Wes_vL faggot
1,"ale__Tail what'd the note say? ""Stop being a bitch, here's some flowers. &lt;3"" gets em everytime"
1,WhatABarber money cars and clothes. And the hoes. Lol. He just want be successful lol
1,"WhatTheFFacts this some bullshit, bitch. Show Lana Kane."
1,WhereYoHussleAt &#128514;&#128557;&#128514;&#128557;  look at this shit imma bitch forreal &#9995;&#128527;
1,"WhereYoHussleAt just to remind yall, cuz hoes be acting like they don't know"
1,Whimzee_ so much hoes?
1,WhiteKidWraps I was  100 steal that bitch
1,hoDey8182 Sum bitch that looks good! Where does a man such as myself pick up one of those?
0,WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.
1,WhoseAlisha that nigga spun around in the pussy.
1,Wichard_Fella  my mentallity? Being a flaming fag is a serious mental issue
1,Willbur64  fight me bitch.
2,WilliamFBrasky  i feel the warm fuzzies.
2,Willstreakk  according to you my place is in kitchen. Excuse me while I take out the trash
2,Willstreakk  by trash I meant u lmaooo
1,Wimp_W_Diesel real shit bro yo hoe told me if Smoothie King had straws i ca fuck
2,Wimp_W_Diesel yu forgot we beat yall? Thats like a garbage man calling a janitor trash
1,Wisdom_Stature bitch we coulda been at the stores looking
2,"izards_DnD  tranny dragons, eh? I know some people that will love this!"
1,Woahitsjulian whatchu doin today nig?
1,Woahitsjulian wud up nig I gotta new number 3136139299 text me
1,WolfgangAbedeus   You can tease this dick faggot
1,"WolfgangAbedeus Your bitch called, she was missing this dick"
0,Woody_AFC   fuck outta here faggot that wouldn't even be a fair
1,"Woody_AFC lmaoo typical nig nog bombs, should've got pics"
1,WorIdStarFvnny  bitch please http://t.co/2QysCT5INk
1,WorldZWrestling Can we not use the word faggots?
1,Worth_BILLions &#128528; bitch you got me fucked up &#128514;&#128514;
1,Worth_BILLions  &#128514;bitch you always hatin lmao
1,"w_Bullet ""cuz i thought i got a wife, but i picked a hoe."" IM LOVIN THESE SONGS MAN. Keep it coming"
1,Wu_Pac  stfu bitch
1,Wuzzername could get half a band off me   Fellas&#8230;. @ your dope female followers and state how much you&#8217;d pay for their pussy
1,WyattNuckels *thought retard
1,Nuckels  hear that you dumb bitch he said no one likes you!!!!! #ohshitnigga
1,WyattNuckels  bitch I want it all
1,WyattNuckels  glad you could get your daily dose of giggles faggot
1,WyattNuckels  hey faggot spell faggot right you dipshit
0,WyattNuckels  shut the fuck up fag ill beat the shit outta you
1,WyattNuckels  yeah nigga I get bitches and Matt's fucking gay as shit
1,WyattNuckels I'm not fake bitch meet me after school then nigga
1,yattNuckels cause ima blindside the shit outta you niggah!
1,WyattNuckels fuck you bitch smd
1,WyattNuckels haha bitch
0,WyattNuckels insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot
1,WyattNuckels just smokin that Cali smoke and fuckin your bitch wbu
1,WyattNuckels shut up niglet
1,WyattNuckels sun follow me you 4' bitch you can't do shit so stfu faggot
1,WyattNuckels then learn to read bitch
1,WyattNuckels who do you think I am bitch
2,XANAXDREAMS &#128557;&#128557;&#128557;&#128557; about the beanies but steal my description but u aren't salty or fake
1,astyy Lol you probably right. Fuck you bitch !! *in spanish*
1,"XratedLIPSS I always want to speak to ppl I converse with on twitter but they always look at me like ""bitch, Idk you in REAL life.."" smh"
1,X_XPDOTJDOT she remembers the dick lol and wants it again. I recommend you shoot a bitch if she show up. She might snap
1,ianilee BOOM bitches !
2,minijokerXx I HATE birds! They just piss me off about the fact that I can't fly!
1,Toot I like tweeting you like this. .. wen yu aint talking to all yo hoes!!! I be like...... ill wait.
1,YFN_NESHA I'm tired of dat bitch mannn&#128553;&#128553;&#128553;
1,YFN_NESHA all the great QB's fold under pressure gshit if u blitz Peyton ass he gon gook out
1,YGJOHNSTON it's always a white bitch doing something OP lol like they give zero fucks when it comes to dick &#128514;&#128514;
1,YGJOHNSTON that white bitch is a G for choppin that whole line of niggas &#128514;&#128514;
1,"YaBoyBoone ima miss smiley and graham and daniel tho, they were pretty cool to me when i was there, ima beat andrews bitch ass every day"
1,"YaGirlFlutter haha i was about to say... Damn i just called you a bad bitch, i mean mean bitch lmfao"
1,YaGirlSmalls quit using song lyrics queer
1,YaNiggaBuu janemba is better than yo pussy ass
1,YamanakaValerio bitch it's not til Thursday
2,"Yankees  Daggone it Twins, kick it up a notch... Time to beat the Yankees..."
2,Yankees Only good thing about this season. #FireCashman .
2,ankees Scores don't matter in Spring Training man!
2,Yankees and we all fell asleep 
2,Yankees go away already 
2,Yankees isn't that kind of saying the #Braves won't make it to the World Series? LOL
2,Yankees probably time to put this twitter feed to bed #nyy
2,Yankees team sucks
2,Yankees ugh
1,YardieBoyHeem pussy watch it nuh mi Neva lov mon. -badmon
1,Yaremisxo way other hoes boo
2,Yaremisxo whatever Neymar trash
0,YeIIowbang I hate that faggot he so corny
1,YeIIowbang mannn Mexicans in Houston LOVE their high school freshman hoes
2,YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland
1,"Yeahhhmans way to take orders like a little bitch, bitch"
2,YellabeautyKC home coon
1,eridZee bitches better watch out because we're running the tables tonight! &#128521;&#127867;&#127866;&#128588;
1,Yes_THAT_KiKi hey send me your songs I need to put them hoes on a CD and bang em when I ride around
2,YessMe_SHAY I want my poms back lmfao
2,YesseSmith I was born yellow
1,"g_Trece I agree. You never know she may have been begging to get dropped, makes her pussy wet guaranteed. She married him right after !"
2,"YouBoysInGreen hahaha, made ya eat crow...."
1,"YouTalk_ILive I'm crazy, and Wayne can rap about pussy 3 songs in a row"
1,Youlove_Tyler lol girrrrl these bitches crazzzzy
2,ungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography
1,YoungRecklesss_ nahh bitch yu always playn yu almost got her feelings hurt
1,YoungRecklesss_ the fuck das wat bitches wit uh fuckd up mouf do &#128514;&#128514;
1,"YourDudeFerg  I wish you wood, like a tree in this bitch."
1,"YourDudeFerg I wish you wood, Like a tree in this bitch"
0,YourDudeFerg gay fags
1,YourDudeFerg like a tree in this bitch? Asshat.
1,Yummys_World &#8220;  + That bitch already got past demons in her.Seeding her up just gone fuse more.
1,YunGMiGo  &#128530; nicca fucc yu
1,YunGMiGo  lol send dat nicca clean out talmbout some n what if he really is &#128514;&#128514;&#128514;
1,YunGMiGo I said pussy dat ass what be on yo tongue boy
1,YunGMiGo lol da only reason I can't talk bout da present is cuz my nicca hurt n ain't played all yr
2,YungCofGOA  need to start mcbob because Williams only shoot let him play with bird
1,YungIll314 everybody in Dot Mob/O-Red/Mickey Factz when you battled Clips he wore some ancient hong kong shit + 2 different colored hi-tops
1,"YungIll314 my lifestyles raw dog, one magnum will put a dickhead in the hole, and that was cumin out of the pussy lips"
1,ungOBG hoe meter went off!
0,YungRajee Shit ill pay the premium to get away from these anything ass hoes
1,YungRetweet bitch
1,Yung_Messiah  swear to god log on later. I'm posting the score on every social network you bitch ass nigga
1,Yung_Messiah nah he pussy he won't
1,YvngHerbo  sup fat bitch
1,ZELNO96 Someone told me cuz some ppl like to use it as bitch some females don't like being calles female but meh *shrugs*
1,ZELNO96 one sick bitch
2,ZP3_ the little girl Tom Sawyer gets trapped in the cave along with Injun Joe and almost die. injun Joe dies and they find his treasure
1,ZRexxx  we take your bitch then recieve head from your mom
1,Z_MEGA fasho fasho .. Hurry ya ass up nicca
1,"Z_M_G_ &#128514;&#128514;&#128514;&#128514;&#128514; wow. I love how you called yourself a slut, but no really. You wouldn't ever cheat on a girl, bitches are so dumb."
1,Z_M_G_ thirsty hoes &#128129;
1,ZachFulton72 they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa
1,ZachIrving I called people kikes and a lot of fucks
1,Zach_Dorsey thirsty hoe
1,Zach_Thein you pussy
1,ZakSitton lol cracker
1,ZaneIsClasker  no I like pussy why would I be ashamed of that
1,ZaneIsClasker Photoshop putting my head on fags is not proof.
0,ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro
1,ZayCoolAF #yeet we gotta do at least 3 and drop them bitches in like 2 month intervals or some shit
1,ZayySwanson  I'm jus Tryn figure out when all dem niccas was together like dat
1,Zedd finger my throbbing pussy flaps
1,Zell_GotDaLOUD bitch tryna get in for free promoting n shit lmaooo I see you in tha cut
1,Zhugstubble eat bitch
1,Zhugstubble meet up eat bitch
1,Zhugstubble meet up so I can Molly whoop yo bitch ass
1,"Zhugstubble naw nigga what's up with em hands, what happened to the shit you was talking a couple a month's ago, eat bitch"
1,ZigzagsxKush Katy and clear lake hoes
1,ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;
1,ZitlalyL You will and he's gonna get all dem bitches &#128513;
0,Zohdaa fags
1,"Zonozi   Classic drunk Carter texts never fail. Hey stfu I'm coming over. Oops, I'm here come the fuck outside bitch"
0,Zwaaad fag
1,ZwengerSierra how about you @ me bitch
1,lol bitch I'm indian!!!!!! You op
1,_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;
0,"_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
1,_Andsss cool cool fuck wit u too nicca
1,_Angeel14 thirsty ass hoe go to sleep &#128514;&#128514;
2,_BDOE bro u trash at that zombies
1,_B_R_Y_C_E_ what happened to going fishing bitch?
1,_BaDa_Bing If it continues.. I turn pussy lol
1,_BatGangBitchh no hoe
1,_BeautifulKeezy  point A ppint an bitch &#128514;&#128514;&#128514;&#128128;
1,_BeautifulKeezy bitch I died when I read that.
1,_BeautifulKeezy bitch Wea you going.
1,_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;
1,_BeautifulKeezy yess bitch. Messyyy
1,rlyNoHills bitch... So they can't hold a real nigga down fa long.. &#128546;&#128546;&#128546; bruh ask mama to pay this ticket fa me!!!!!
1,"verlyNoHills you so fucking nasty. You got held to the wrong pussy. I'm telling , you bet not ever kiss me again!! I'm breaking up w| u!"
2,_BradleyC skate 2 trash :(:( skate 3 had goat DLC
1,_BrwnSkinBeaute ahh I'm too much of a bitch to live off campus. I get lazy and wouldn't want to drive home :)
0,_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol
1,_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.
1,"_CaliStrong - lol just think about it, there is a right way &amp; a wrong way to love someone. a hoe may just love you for what you got."
1,_CharlieA_37  y'all's are all little punk ass bitches doe
1,"_Corayma  TF do I look like, delivery bitch or what ahaha"
1,"DCorNothing_  he should! I got tired of hearing how he can eat pussy 10,000 ways like damn &#128514;&#128514;"
2,_DRACHEOFFICIAL I've tried. I always hit ALT+F4 and eat Mega Stuffed Oreos because I can't figure out those programs. lol
1,_Dbankss orr why? Thts my lor bae tho wyd why u fucking up hoe?
1,_Dingyyybritt_ look at what you just said lls new era Girl bye kill bitches w Kindness &amp;&amp; wht cousin?
1,Djweezlove not what I said . I want a DJ to mix the track regardless for their own use ! The video gon be dumb retarded with the reg versi
1,"reamchasers2 ""aint nobody got no time fo dat"" (ghetto black lady voice)"
1,_Dukefan  thats why we had 8 regular season losses...... #you #are #retarded
1,_EB_Games  Fuck all you hoes. lol
1,_ElenaRaquel_ its swag bitch aha
0,"_GOLDwhippp faggots, old people, people who can't drive, drunk people"
0,"_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
0,"_IAMKEN you'll make the team, them niggas trash. Lol"
1,"_IAmDriven_  not even sure bro, Im ignoring these hurt bitches tonight...lol"
1,"_IamQuiNichole &#128514;&#128514;&#128514; it's a song, ion kno y he referred to his future wife as a bitch"
1,_InhaleLove_ bitches love some Alex from target &#128527;
2,JaelynBeeee somebody looks like the die on the first tubes on flappy bird lol!
1,_James_Kirby_  back off ya queer bag
1,_KaeeJones I gotta find them I know Cali got them hoes
1,_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe
1,_KaeeJones the bird gone run from your ass
2,"_Lakers4Life24 Tracy Morgan is a sad comparison..... Come on try again, Dwight Howard is the most accurate. Stupid monkey."
1,_Leeyoo  niggah I'm not yo lil bro the fuck
1,_Leeyoo what niggah
1,"_LezzzBeHonest 
I'm colored. Ain't supposed to be no good influence"
1,"LezzzBeHonest 
Me bitch!"
1,_LifeOfSin theeepp that's my bitch
2,"_Linsanity22 derrrrrrr, 1st of all her songs are actually good compared to the other trash, +++ shes SUCH a showman omg"
1,_LrAnderson that hoe over that
1,_Maniac_Mind_  stfu with that what I'm gonna do and just fuck oh pussy ads nigga
1,_Maniac_Mind_   Am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga
1,"_Maniac_Mind_   I said I was from where stop putting words in my mouth, that's something a bitch would do"
1,_Maniac_Mind_ I don't got any beef with you but tell yo boy Alex to stop acting like bitch and bring his duck ass up here.
1,"_MariaPetrova    Who? Ok, right-wing teabaggers, gun nuts (like Harris), hell, even fucking cops."
1,_Marzzz nigger
1,_MckenzieNoel miss you bitch
1,_MostDope95_ Jenny says you're an evil bitch.
0,_Nadiaxo fags
1,_NoLackingg I kinda figured a lil bit when u said bitch u cute
1,_PRAWDA_ dying? oh bitch. exit my mentions. her last era was huge. #1 album. #1 tour. golden globe (cont) http://t.co/gkuJXIaDep
1,"_Perarl bitch all these thick bitches with they ass out on TV , do what you want"
1,"_Perarl he needs to date a grandma , I'm too turnt up for his lil pussy ass, bro and I called him lil baby names like lame &amp; dork"
1,_Rachel_Robbins is the realest bitch out here rt
1,_RenaissanceJay don't send me those boxes we droided up on da mile my nigga. Got da dro droid na drum fo a pussy boy yeer me?
1,_RenaissanceJay get the loredo steak. Out dat bitch if u ballin
1,_RenaissanceJay nigga stop hatin bitches be feelin coolio b. N two if u think dem bitch made niggas got yo back u smokin big worm shit
1,_RenaissanceJay pussy
1,_ReneashaC  Hoe yu erbody bitch &#128514;&#9996;
1,_RichHomieKevin go to sleep niggah lol
1,_Saltlife13 Lol chill pussy
1,_Saltlife13 Long story lol but I've missed you faggot
1,SiNCERE18 ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .
0,"_SoulSurvivor_  I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP"
2,_SparkleLikeZen saves you a brownie*
1,_SqueezeMeBaby don't tell the dumb hoes that
1,_StarrHall_  I am absolutely speechless.That bitch is CRAZY.
1,_TajMahal_   I'm lmao fa real cuz I really saw her throw dat bitch in a circle lol
1,_That_Vibe_ bitch I'm Gretchen Weiners I do what I want
1,_TheBlackNerd wyd fag
1,_TheCrownedHead &#128548;&#128514;&#128514;&#128514;&#128514; bitch
0,_TriggaPlease_  he's a faggot
1,_TriggaPlease_ nigger hello?
0,_TurnDownDre    that's true idk why your even in this convo you dumb nigger attention whore
1,_TurnDownDre  I can smell your fried chicken ass a mile away boi and clean your nasty ass ears ratchet bitch
0,_TurnDownDre  lmao you stupid nigger
1,VIVMMXII yuhh I'm finna hit that hoe! &#128513;&#128077;
1,_WORDtotheWISE how many times did you listen to that pussy song today?
1,_WORDtotheWISE some hoe shit
1,_WORDtotheWISE you must have sent a bird call because I didn't get shit
0,_XoXoKelsey_ hell naw fuck them bitches serves them right
1,_YdotM really thou im looking like Hulk Hogan in this bitch
1,"0utcast___ but then they said ""oh nah ur not"" but dude I'm getting to be a heartless bitch have you not met me"
1,__Black_Jesus bitch u know what I mean spell champ these nuts
0,__Black_Jesus yea I forgot I was talkin to a degenerate faggot
1,__C_h_i_n_g__ your daughter can date this little fag bag   http://t.co/4SabX0mcus
1,__DatTootieGurl that hoe can't cook
1,__Dutch bitch stop hating on such an immaculate suit.
1,__Dutch my birthday hath already passed with little to no fanfare. So. Enjoy your day and be blessed bitch.
1,__MotoMoto you a real bitch for that
1,"__NikesNshiT you better. And ima let that bitch slide right now, just be on standby. &#128536;&#128514;"
1,__TaeSavage pussy
1,"__Trail__ take like TAMU... bitches jumped to 6 after beating SC, which ain't that good...  "
1,___AsiaJ lol my bro said it about a bitch but it can be about u
0,_____0__o______ faggot
1,___kd_ i need 2 of the bitches
1,__angieex3 Ik you were pussy
1,"__baabyshaay okaaaaay bitch never do we care , edges still laid. &#128514;"
0,__hannerr__ you're a faggot
1,__kiante im askin you negro lol
1,_ajayb no i don't cry im not a bitch(: i was just pissed because the cop was trying to charge me with a hole bunch of bullshit :p
0,_angelaaau hey fag i &lt;3 you
1,_asheyk pussy
1,_bradleey LMFAOOOO yooo I lost my elevator pass &#128557;&#128557; now I can't even share it ...bitch wants me to go get another one &#128530;even tho she knows me
1,_bradleey SAME&#128530; like bitch it's the struggles to use the stairs let ppl get on &#128074;
0,"_cblaze   Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
1,_cblaze  ask your boy Jason keiffer is he still tryna to get his one on one and y he block me #pussy boy
1,_cblaze sorry i eat pussy
1,_chrisbrownn14 fuck bitches get money
2,_dimejii i know so. What Samklef said wasn't a lie man. This guy think is a beast in Naija Pop. His music is trash not the wizkid of before
1,dinora_e jk i would be a bitch if i got them done !
0,_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;
1,_elennamichelle only when ur around me &#128523; gotta keep dat scent to keep filthy niggers away
1,"_fckwatchuthink  or you know, you could just go drink bleach bitch"
1,"_fullawhite haha my nigga coco :,) I can't wait to fuckkk like a hunna hoes this summer haha jk"
1,ullawhite rt me to wey I went to the job interview high then a bitch!! Straight stanking like dank haha eyes red then a hoe
1,_iGotHer ; bitch dont talk at me like that bro.
2,_icantmiss Boys still got birds in the cage? Lol
1,_icantmiss send that hoe &#128514;&#128514;
1,_illionaire he been taking them hoe lol
0,_jeff_hank    shut up nigger
1,_justlexis lol whatever. We're fags.
1,_lexisperez he ate my pussy i could..
1,_littlepuffin I just saw a bad bitch on here from mf Switzerland and feel in love
1,_littlepuffin hoe *
1,_lostb0y I meant bitch I am scum
1,"_lostb0y do you, bitch boy?"
1,_lostb0y no bitch w my dick
1,_lynnogawa @ that bitch
1,_michellecole_ nice hoodie faggot
0,_n1k_nak Status Report: Making a pit stop in Canada to rape bitches
1,_noWashington he liked that hoe
1,_noWashington what that hoe was like
1,_puderbaugh don't be a bitch. Get two.
1,"_queenveronica haha yolo, did ya hit that hoe?"
1,_reathie man bring yo bitch ass here ion give a dam bout yo mf attitude
1,_reathie u better sit yo ass in that bitch til 330
2,_shegotthis yellow rice black beans and pork chop sis
2,_spenceyy  not scanger
1,"_tee13   After you spread that filth of urs to that white dog, he &amp; the good ol boys were ltao on fuckin a monkey"
1,_tee13   u 2 lost puppies dont know shit. Leave them niggers alone u can learn something besides how they like
1,_tee13    let one of them dingy real nigger dogs catch it. Miss Torah dont want that thot shit
1,_theDarius bitch get that job first.
1,_theDarius bitch just be looking for my shit.
1,_theDarius bitch.
1,_theDarius boy I was clean in them bitches.
1,_thecrave only if it's funny tweets about ashy niggers
1,_tiffanycarter bitch... Im mad at you for slapping me &#9995;
1,_tiffnasty bitches will great valuable pussy always make you use protection. Too many nasty dick niggas out here
1,_tiffnasty some niggas didnt desrve to have that bitch in the first place
1,"_tiffnasty yes. LOVE to make em masturbate to my voice, bitches love Southern accents"
1,"_ton3zz life aint shit but bitches and money, i passed that weed like i studied"
1,_tonydennis it's trash ik just wanted to fuck with Dorsey
1,_travvv's pussy. http://t.co/aXm9PCw95T
1,_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;
0,"twest_yall  WooHoo! New Black ""Kill Cracker babies"" Panthers to the rescue! #racist #trash #thugs #Ferguson #fergusonriot"
0,"omanoverboard ""nigger"""
1,"_wordtothewise I am hurt im.not in it wtf, fuck Danielle that bitch"
1,_xpriceless_  bitch get punched tf out lol
1,_xpriceless_  bitch u got me fuckked up
